X,name...2,rating,num_reviewers,type...5,lat,long,address,place_id,licence,osm_type,osm_id,osm_lat,osm_lon,class,type...16,place_rank,importance,addresstype,name...20,amenity,road,hamlet,suburb,city_district,city,state,ISO3166-2-lvl4,region,ISO3166-2-lvl3,postcode,country,country_code,boundingbox,residential,shop,tourism,commercial,house_number,building,district,office,village,retail,neighbourhood,leisure,historic,municipality,town,county,man_made,place,industrial,healthcare,city_block
20,KopTu Authentic Makassar,4.9,64,Coffee shop,-5.1585308,119.4523941,"Aza Guest House, Jalan Pandang Raya, Pandang, Paropo, Panakkukang, Makassar, Sulawesi Selatan, Sulawesi, 90231, Indonesia",24944779,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,197026856,-5.1585527,119.4523276,tourism,hotel,30,5.50019073776916e-05,tourism,Aza Guest House,,Jalan Pandang Raya,,Pandang,Panakkukang,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90231,Indonesia,id,-5.1586005|-5.1585050|119.4522618|119.4523934,,,Aza Guest House,,,,,,,,,,,,,,,,,,
21,Kopizone Prime,4.5,355,Coffee shop,-5.1551996,119.4406259,"CHAMBERS SHOP, Jalan Boulevard, Masale, Panakkukang, Makassar, Sulawesi Selatan, Sulawesi, 92300, Indonesia",24788784,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,350352639,-5.1554940,119.4406664,shop,clothes,30,5.50019073776916e-05,shop,CHAMBERS SHOP,,Jalan Boulevard,Masale,Masale,Panakkukang,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,92300,Indonesia,id,-5.1555345|-5.1553821|119.4405739|119.4407302,,CHAMBERS SHOP,,,,,,,,,,,,,,,,,,,
22,Ngopi Santai x Brogul,4.6,204,Coffee shop,-5.1573744,119.4388583,"Masale, Panakkukang, Makassar, Sulawesi Selatan, Sulawesi, 90221, Indonesia",25121271,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,169009051,-5.1573213,119.4388658,highway,residential,26,0.053388335240711,road,"",,,,Masale,Panakkukang,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90221,Indonesia,id,-5.1574075|-5.1571237|119.4377200|119.4394172,,,,,,,,,,,,,,,,,,,,,
23,COFFEE PLACE,4.6,359,Coffee shop,-5.1607921,119.4442301,"Jalan Bau Mangga, Masale, Panakkukang, Makassar, Sulawesi Selatan, Sulawesi, 90231, Indonesia",24873273,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,42500915,-5.1607771,119.4441198,highway,tertiary,26,0.053388335240711,road,Jalan Bau Mangga,,Jalan Bau Mangga,,Masale,Panakkukang,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90231,Indonesia,id,-5.1626377|-5.1588720|119.4438527|119.4443791,,,,,,,,,,,,,,,,,,,,,
24,Nol Tiga Coffee,4.2,89,Coffee shop,-5.1607775,119.4549921,"Jalan Anggrek, Kompleks Maizonette, Paropo, Panakkukang, Makassar, Sulawesi Selatan, Sulawesi, 90233, Indonesia",24724708,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,190748737,-5.1608363,119.4551267,highway,tertiary,26,0.053388335240711,road,Jalan Anggrek,,Jalan Anggrek,,Paropo,Panakkukang,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90233,Indonesia,id,-5.1629128|-5.1593500|119.4545959|119.4557757,Kompleks Maizonette,,,,,,,,,,,,,,,,,,,,
25,KOPITIAM MAKASSAR - HERTASNING,4.6,904,Cafe,-5.162352,119.4433301,"KANTOR POS HERTASNING, Jalan Letjen Hertasning, Masale, Panakkukang, Makassar, Sulawesi Selatan, Sulawesi, 90221, Indonesia",24780249,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,193322731,-5.1624790,119.4433188,amenity,public_building,30,5.50019073776916e-05,amenity,KANTOR POS HERTASNING,KANTOR POS HERTASNING,Jalan Letjen Hertasning,,Masale,Panakkukang,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90221,Indonesia,id,-5.1625433|-5.1624232|119.4432632|119.4433721,,,,,,,,,,,,,,,,,,,,,
26,Kopi 2 SKS,4.9,131,Coffee shop,-5.1611758,119.4404319,"Jalan Stapak Pengayoman, Masale, Panakkukang, Makassar, Sulawesi Selatan, Sulawesi, 90221, Indonesia",24833743,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,169009118,-5.1611632,119.4403043,highway,residential,26,0.053388335240711,road,Jalan Stapak Pengayoman,,Jalan Stapak Pengayoman,,Masale,Panakkukang,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90221,Indonesia,id,-5.1621458|-5.1583800|119.4401649|119.4405653,,,,,,,,,,,,,,,,,,,,,
27,Kopi Beri Ruang,4.2,92,Cafe,-5.1583595,119.4524102,"Jalan Pandang Raya, Pandang, Paropo, Panakkukang, Makassar, Sulawesi Selatan, Sulawesi, 90231, Indonesia",24920306,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,245576404,-5.1585183,119.4524070,highway,tertiary,26,0.053388335240711,road,Jalan Pandang Raya,,Jalan Pandang Raya,,Pandang,Panakkukang,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90231,Indonesia,id,-5.1585188|-5.1577709|119.4498189|119.4529315,,,,,,,,,,,,,,,,,,,,,
28,GAUL COFFEE PANAKKUKANG MAKASSAR,4.6,42,Cafe,-5.1545843,119.4397581,"Jalan Topaz Raya, Masale, Panakkukang, Makassar, Sulawesi Selatan, Sulawesi, 92300, Indonesia",24915467,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,227901069,-5.1544521,119.4397849,highway,residential,26,0.053388335240711,road,Jalan Topaz Raya,,Jalan Topaz Raya,Masale,Masale,Panakkukang,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,92300,Indonesia,id,-5.1546373|-5.1543118|119.4390159|119.4407915,,,,,,,,,,,,,,,,,,,,,
29,Kopi TEMULAGI,5,10,Coffee shop,-5.1612522,119.4499805,"Jalan Pengayoman, Kompleks Pertokoan Toddoppuli Panakkukang Mas, Pandang, Panakkukang, Makassar, Sulawesi Selatan, Sulawesi, 90231, Indonesia",24889319,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,96019048,-5.1611100,119.4500518,highway,tertiary,26,0.053388335240711,road,Jalan Pengayoman,,Jalan Pengayoman,,Pandang,Panakkukang,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90231,Indonesia,id,-5.1622110|-5.1607682|119.4493665|119.4528255,,,,Kompleks Pertokoan Toddoppuli Panakkukang Mas,,,,,,,,,,,,,,,,,
30,Malaku kopi,4.9,34,Coffee shop,-5.1546061,119.4396484,"Jalan Topaz Raya, Masale, Panakkukang, Makassar, Sulawesi Selatan, Sulawesi, 92300, Indonesia",24849047,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,227901069,-5.1544317,119.4396804,highway,residential,26,0.053388335240711,road,Jalan Topaz Raya,,Jalan Topaz Raya,Masale,Masale,Panakkukang,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,92300,Indonesia,id,-5.1546373|-5.1543118|119.4390159|119.4407915,,,,,,,,,,,,,,,,,,,,,
31,Stasiun Kopi,4.4,266,Coffee shop,-5.1587475,119.454278,"Jalan Meranti, Paropo, Panakkukang, Makassar, Sulawesi Selatan, Sulawesi, 90231, Indonesia",24779743,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,195455128,-5.1587147,119.4542930,highway,tertiary,26,0.053388335240711,road,Jalan Meranti,,Jalan Meranti,,Paropo,Panakkukang,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90231,Indonesia,id,-5.1593500|-5.1581221|119.4529315|119.4557757,,,,,,,,,,,,,,,,,,,,,
32,Nawa coffee,4.8,20,Coffee shop,-5.1580661,119.4448879,"Jalan Bougenville, Masale, Panakkukang, Makassar, Sulawesi Selatan, Sulawesi, 90231, Indonesia",24775214,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,190748757,-5.1581066,119.4450624,highway,tertiary,26,0.053388335240711,road,Jalan Bougenville,,Jalan Bougenville,Masale,Masale,Panakkukang,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90231,Indonesia,id,-5.1588268|-5.1565472|119.4448954|119.4453147,,,,,,,,,,,,,,,,,,,,,
33,TEMU KOPI PANAKUKKANG,4.2,5,Coffee shop,-5.1584724,119.4520363,"Jalan Pandang Raya, Pandang, Paropo, Panakkukang, Makassar, Sulawesi Selatan, Sulawesi, 90231, Indonesia",24855042,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,245576404,-5.1584559,119.4520407,highway,tertiary,26,0.053388335240711,road,Jalan Pandang Raya,,Jalan Pandang Raya,,Pandang,Panakkukang,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90231,Indonesia,id,-5.1585188|-5.1577709|119.4498189|119.4529315,,,,,,,,,,,,,,,,,,,,,
34,Panama House Coffee and Dining,4.3,136,Coffee shop,-5.1619054,119.4438483,"Jalan Bau Mangga, Masale, Panakkukang, Makassar, Sulawesi Selatan, Sulawesi, 90231, Indonesia",25053415,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,42500915,-5.1619206,119.4439659,highway,tertiary,26,0.053388335240711,road,Jalan Bau Mangga,,Jalan Bau Mangga,,Masale,Panakkukang,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90231,Indonesia,id,-5.1626377|-5.1588720|119.4438527|119.4443791,,,,,,,,,,,,,,,,,,,,,
35,My Coffee (Vindhika Hotel),4.6,217,Coffee shop,-5.1590488,119.4440806,"Hotel Vindhika Kota Makassar, Jalan Bau Mangga, Masale, Panakkukang, Makassar, Sulawesi Selatan, Sulawesi, 90231, Indonesia",24781418,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,186422666,-5.1591075,119.4441919,tourism,hotel,30,5.50019073776916e-05,tourism,Hotel Vindhika Kota Makassar,,Jalan Bau Mangga,,Masale,Panakkukang,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90231,Indonesia,id,-5.1591854|-5.1589550|119.4441093|119.4442868,,,Hotel Vindhika Kota Makassar,,,,,,,,,,,,,,,,,,
36,kopitoa topaz,4.8,36,Coffee shop,-5.1546563,119.4389011,"PARADE GUEST HOUSE, Jalan Topaz Raya, Masale, Panakkukang, Makassar, Sulawesi Selatan, Sulawesi, 92300, Indonesia",24720386,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,350326626,-5.1547780,119.4389118,tourism,guest_house,30,5.50019073776916e-05,tourism,PARADE GUEST HOUSE,,Jalan Topaz Raya,Masale,Masale,Panakkukang,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,92300,Indonesia,id,-5.1548786|-5.1545867|119.4387567|119.4390498,,,PARADE GUEST HOUSE,,,,,,,,,,,,,,,,,,
37,Cafe Rustic,4.5,127,Coffee shop,-5.1622092,119.4541098,"Kompleks Pertokoan Toddoppuli Panakkukang Mas, Paropo, Panakkukang, Makassar, Sulawesi Selatan, Sulawesi, 90233, Indonesia",24761143,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,249682281,-5.1621687,119.4541272,highway,residential,26,0.053388335240711,road,"",,,,Paropo,Panakkukang,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90233,Indonesia,id,-5.1621986|-5.1620163|119.4537715|119.4541969,,,,Kompleks Pertokoan Toddoppuli Panakkukang Mas,,,,,,,,,,,,,,,,,
38,A Lot of Coffee,4.4,180,Coffee shop,-5.1394017,119.4488948,"Alfamidi Samping UMI, Jalan Urip Sumohardjo, Tubiriʼ, Panaikang, Panakkukang, Makassar, Sulawesi Selatan, Sulawesi, 90231, Indonesia",24706135,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",node,8251410682,-5.1394040,119.4488322,shop,supermarket,30,5.50019073776916e-05,shop,Alfamidi Samping UMI,,Jalan Urip Sumohardjo,Tubiriʼ,Panaikang,Panakkukang,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90231,Indonesia,id,-5.1394540|-5.1393540|119.4487822|119.4488822,,Alfamidi Samping UMI,,,,,,,,,,,,,,,,,,,
39,Kopi Silong,4.8,41,Coffee shop,-5.1543358,119.4393196,"Jalan Topaz Raya, Masale, Panakkukang, Makassar, Sulawesi Selatan, Sulawesi, 92300, Indonesia",24915467,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,227901069,-5.1543660,119.4393141,highway,residential,26,0.053388335240711,road,Jalan Topaz Raya,,Jalan Topaz Raya,Masale,Masale,Panakkukang,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,92300,Indonesia,id,-5.1546373|-5.1543118|119.4390159|119.4407915,,,,,,,,,,,,,,,,,,,,,
40,Masagena Coffee,4.5,315,Coffee shop,-5.1590944,119.444681,"Indomaret, Jalan Bau Mangga, Masale, Panakkukang, Makassar, Sulawesi Selatan, Sulawesi, 90231, Indonesia",24727544,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",node,7125397473,-5.1591007,119.4445245,shop,convenience,30,5.50019073776916e-05,shop,Indomaret,,Jalan Bau Mangga,,Masale,Panakkukang,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90231,Indonesia,id,-5.1591507|-5.1590507|119.4444745|119.4445745,,Indomaret,,,,,,,,,,,,,,,,,,,
41,Bawah Pohon Coffeelab,4.5,77,Coffee shop,-5.1659651,119.4495492,"Jalan Toddopuli Raya, Kassiʼ-Kassiʼ, Kassi-Kassi, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90222, Indonesia",24814823,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,190748882,-5.1660212,119.4496021,highway,secondary,26,0.053388335240711,road,Jalan Toddopuli Raya,,Jalan Toddopuli Raya,Kassiʼ-Kassiʼ,Kassi-Kassi,Rappocini,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90222,Indonesia,id,-5.1671558|-5.1647010|119.4483671|119.4509981,,,,,,,,,,,,,,,,,,,,,
42,Kopi Ballugu,4.7,85,Coffee shop,-5.1581227,119.451312,"Jalan Pandang Raya, Pandang, Panakkukang, Makassar, Sulawesi Selatan, Sulawesi, 90231, Indonesia",24683232,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,245576404,-5.1582365,119.4512760,highway,tertiary,26,0.053388335240711,road,Jalan Pandang Raya,,Jalan Pandang Raya,,Pandang,Panakkukang,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90231,Indonesia,id,-5.1585188|-5.1577709|119.4498189|119.4529315,,,,,,,,,,,,,,,,,,,,,
43,Secangkir Kopi,4.6,579,Coffee shop,-5.1611716,119.4404729,"Jalan Stapak Pengayoman, Masale, Panakkukang, Makassar, Sulawesi Selatan, Sulawesi, 90221, Indonesia",24790055,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,169009118,-5.1611551,119.4403051,highway,residential,26,0.053388335240711,road,Jalan Stapak Pengayoman,,Jalan Stapak Pengayoman,,Masale,Panakkukang,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90221,Indonesia,id,-5.1621458|-5.1583800|119.4401649|119.4405653,,,,,,,,,,,,,,,,,,,,,
44,Kedai Djaja,4.8,163,Coffee shop,-5.1616312,119.4531786,"Pasar Toddoppuli, Jalan Toddopuli Raya, Kompleks Pertokoan Toddoppuli Panakkukang Mas, Paropo, Panakkukang, Makassar, Sulawesi Selatan, Sulawesi, 90231, Indonesia",24780901,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,844927956,-5.1618521,119.4534173,amenity,marketplace,30,5.50019073776916e-05,amenity,Pasar Toddoppuli,Pasar Toddoppuli,Jalan Toddopuli Raya,,Paropo,Panakkukang,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90231,Indonesia,id,-5.1624522|-5.1612732|119.4528998|119.4539279,,,,Kompleks Pertokoan Toddoppuli Panakkukang Mas,,,,,,,,,,,,,,,,,
45,Goffee Espresso & Toast,4.4,118,Coffee shop,-5.1628547,119.4445513,"ALFAMART HERTASNING, Jalan Letjen Hertasning, Paʼnyikkokang, Pandang, Panakkukang, Makassar, Sulawesi Selatan, Sulawesi, 90222, Indonesia",25051225,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,193322660,-5.1628912,119.4447028,shop,supermarket,30,5.50019073776916e-05,shop,ALFAMART HERTASNING,,Jalan Letjen Hertasning,Paʼnyikkokang,Pandang,Panakkukang,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90222,Indonesia,id,-5.1630106|-5.1627781|119.4445931|119.4448124,,ALFAMART HERTASNING,,,,,,,,,,,,,,,,,,,
46,KLIK! COFFEE PHOTONESIA,4.6,30,Coffee shop,-5.1659848,119.4494198,"teras kerzent, 2, Jalan Toddopuli Raya, Kassiʼ-Kassiʼ, Kassi-Kassi, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90222, Indonesia",24775926,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,197098764,-5.1668858,119.4489583,amenity,cafe,30,5.50019073776916e-05,amenity,teras kerzent,teras kerzent,Jalan Toddopuli Raya,Kassiʼ-Kassiʼ,Kassi-Kassi,Rappocini,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90222,Indonesia,id,-5.1670190|-5.1667526|119.4488220|119.4490946,,,,,2,,,,,,,,,,,,,,,,
47,Coffee - Q,4.4,280,Coffee shop,-5.1536071,119.438455,"PT. PILLAR REALTY, RUKO ROYAL A3, Jalan Topaz, Masale, Panakkukang, Makassar, Sulawesi Selatan, Sulawesi, 90231, Indonesia",25007474,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,196815057,-5.1539646,119.4385186,building,yes,30,5.50019073776916e-05,building,PT. PILLAR REALTY,,Jalan Topaz,Masale,Masale,Panakkukang,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90231,Indonesia,id,-5.1541403|-5.1537890|119.4384585|119.4385786,,,,,RUKO ROYAL A3,PT. PILLAR REALTY,,,,,,,,,,,,,,,
48,Kopi Kenangan - Panakkukang Mall,3.8,88,Coffee shop,-5.1575036,119.4460964,"Lotte Mart, Jalan Bougenville, Masale, Panakkukang, Makassar, Sulawesi Selatan, Sulawesi, 90231, Indonesia",24746935,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,895021162,-5.1576897,119.4457356,shop,supermarket,30,5.50019073776916e-05,shop,Lotte Mart,,Jalan Bougenville,Masale,Masale,Panakkukang,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90231,Indonesia,id,-5.1579892|-5.1573355|119.4453888|119.4461180,,Lotte Mart,,,,,,,,,,,,,,,,,,,
49,Kopiteori Studio,4.7,101,Coffee shop,-5.1373276,119.4102151,"Jalan Usman Jafar, Baru, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90171, Indonesia",25699023,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,779828729,-5.1374334,119.4102327,highway,tertiary,26,0.053388335240711,road,Jalan Usman Jafar,,Jalan Usman Jafar,,Baru,Ujung Pandang,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90171,Indonesia,id,-5.1376546|-5.1373954|119.4090553|119.4104607,,,,,,,,,,,,,,,,,,,,,
50,Kopi Jaya,4.5,22,Coffee shop,-5.1553456,119.4393596,"HOTEL ASWIN INN, Jalan Boulevard, Masale, Panakkukang, Makassar, Sulawesi Selatan, Sulawesi, 92300, Indonesia",24739374,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,350329845,-5.1552163,119.4393235,tourism,hotel,30,5.50019073776916e-05,tourism,HOTEL ASWIN INN,,Jalan Boulevard,Masale,Masale,Panakkukang,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,92300,Indonesia,id,-5.1553492|-5.1551222|119.4390914|119.4395310,,,HOTEL ASWIN INN,,,,,,,,,,,,,,,,,,
51,papiyocoffee,4.1,164,Cafeteria,-5.140607,119.450852,"Jalan Urip Sumoharjo, Karampuang, Panakkukang, Makassar, Sulawesi Selatan, Sulawesi, 90135, Indonesia",24722610,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,245576407,-5.1404408,119.4509026,highway,trunk,26,0.053388335240711,road,Jalan Urip Sumoharjo,,Jalan Urip Sumoharjo,Karampuang,Karampuang,Panakkukang,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90135,Indonesia,id,-5.1419694|-5.1385501|119.4450474|119.4556655,,,,,,,,,,,,,,,,,,,,,
52,Warkop Ko Heng cabang Topaz,4.5,161,Coffee shop,-5.1549932,119.4394016,"WAROENG, Jalan Topaz Raya, Masale, Panakkukang, Makassar, Sulawesi Selatan, Sulawesi, 92300, Indonesia",24878141,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,350351281,-5.1549001,119.4394773,amenity,restaurant,30,5.50019073776916e-05,amenity,WAROENG,WAROENG,Jalan Topaz Raya,Masale,Masale,Panakkukang,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,92300,Indonesia,id,-5.1550119|-5.1547589|119.4393877|119.4395701,,,,,,,,,,,,,,,,,,,,,
53,Kopi Ujung Topaz,4.7,33,Coffee shop,-5.1549794,119.4394133,"WAROENG, Jalan Topaz Raya, Masale, Panakkukang, Makassar, Sulawesi Selatan, Sulawesi, 92300, Indonesia",24793363,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,350351281,-5.1549001,119.4394773,amenity,restaurant,30,5.50019073776916e-05,amenity,WAROENG,WAROENG,Jalan Topaz Raya,Masale,Masale,Panakkukang,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,92300,Indonesia,id,-5.1550119|-5.1547589|119.4393877|119.4395701,,,,,,,,,,,,,,,,,,,,,
54,KOPI LATIMOJONG,4.7,46,Coffee shop,-5.1600865,119.4539132,"Jalan Toddopuli Raya, Kompleks Pertokoan Toddoppuli Panakkukang Mas, Paropo, Panakkukang, Makassar, Sulawesi Selatan, Sulawesi, 90231, Indonesia",24770606,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,245576410,-5.1600289,119.4537819,highway,tertiary,26,0.053388335240711,road,Jalan Toddopuli Raya,,Jalan Toddopuli Raya,,Paropo,Panakkukang,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90231,Indonesia,id,-5.1620986|-5.1587395|119.4528748|119.4543470,,,,Kompleks Pertokoan Toddoppuli Panakkukang Mas,,,,,,,,,,,,,,,,,
55,J.CO Mall Panakkukang,4.1,780,Coffee shop,-5.1572893,119.4481981,"Panakkukang Square, Jalan Adhyaksa, Pandang, Panakkukang, Makassar, Sulawesi Selatan, Sulawesi, 90231, Indonesia",24899762,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,182347656,-5.1581476,119.4484867,shop,supermarket,30,5.50019073776916e-05,shop,Panakkukang Square,,Jalan Adhyaksa,,Pandang,Panakkukang,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90231,Indonesia,id,-5.1586793|-5.1570312|119.4477364|119.4490539,,Panakkukang Square,,,,,,,,,,,,,,,,,,,
56,KOPI PATONRO,4.8,16,Coffee shop,-5.148998,119.4384144,"RS Sandi Karsa Makassar, Abdullah Daeng Sirua, Masale, Tamamaung, Masale, Panakkukang, Makassar, Sulawesi Selatan, Sulawesi, 92300, Indonesia",24615507,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,608487656,-5.1490953,119.4388940,amenity,hospital,30,5.50019073776916e-05,amenity,RS Sandi Karsa Makassar,RS Sandi Karsa Makassar,Abdullah Daeng Sirua,Tamamaung,Masale,Panakkukang,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,92300,Indonesia,id,-5.1493353|-5.1487983|119.4386065|119.4391979,Masale,,,,,,,,,,,,,,,,,,,,
57,Réims Coffee,4.5,15,Cafe,-5.1574411,119.4479794,"Mushalla PS, Jalan Adhyaksa, Pandang, Panakkukang, Makassar, Sulawesi Selatan, Sulawesi, 90231, Indonesia",24793869,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",node,4348234722,-5.1583493,119.4482192,amenity,place_of_worship,30,5.50019073776916e-05,amenity,Mushalla PS,Mushalla PS,Jalan Adhyaksa,,Pandang,Panakkukang,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90231,Indonesia,id,-5.1583993|-5.1582993|119.4481692|119.4482692,,,,,,,,,,,,,,,,,,,,,
58,D'Koma Kedai Kopi dan Makanan,4.4,140,Cafe,-5.1608899,119.4458964,"PT. Gangking Raya Office Makassar, 23, Jalan Adhyaksa, Pandang, Masale, Panakkukang, Makassar, Sulawesi Selatan, Sulawesi, 90231, Indonesia",24992158,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,607855870,-5.1607500,119.4459260,building,commercial,30,5.50019073776916e-05,building,PT. Gangking Raya Office Makassar,,Jalan Adhyaksa,,Pandang,Panakkukang,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90231,Indonesia,id,-5.1608427|-5.1606526|119.4458391|119.4460130,,,,,23,PT. Gangking Raya Office Makassar,,,,,,,,,,,,,,,
59,KOPI AROBI BAUMANGGA,4.4,54,Coffee shop,-5.1606994,119.4442599,"Jalan Bau Mangga, Masale, Panakkukang, Makassar, Sulawesi Selatan, Sulawesi, 90231, Indonesia",25053415,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,42500915,-5.1606821,119.4441327,highway,tertiary,26,0.053388335240711,road,Jalan Bau Mangga,,Jalan Bau Mangga,,Masale,Panakkukang,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90231,Indonesia,id,-5.1626377|-5.1588720|119.4438527|119.4443791,,,,,,,,,,,,,,,,,,,,,
60,Kopi Kenangan - SPBU 74.902.25 Pengayoman Makassar,4.9,35,Coffee shop,-5.158691,119.440237,"Pertamina, Jalan Pengayoman, Masale, Panakkukang, Makassar, Sulawesi Selatan, Sulawesi, 90221, Indonesia",24811005,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,195420045,-5.1585034,119.4402561,amenity,fuel,30,5.50019073776916e-05,amenity,Pertamina,Pertamina,Jalan Pengayoman,,Masale,Panakkukang,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90221,Indonesia,id,-5.1585667|-5.1584587|119.4401532|119.4403555,,,,,,,,,,,,,,,,,,,,,
